,SUBJECT,SNR,CHOICE,TALKER,RESULT
917,8,-6,audio-only,3,1
918,8,-6,audio-only,3,1
919,8,-6,audio-only,3,1
920,8,0,synthesized,0,1
921,8,0,synthesized,0,1
922,8,0,synthesized,0,1
923,8,0,audio-only,2,1
924,8,0,audio-only,2,1
925,8,0,audio-only,2,0
926,8,0,audio-only,2,0
927,8,-6,synthesized,0,1
928,8,-6,synthesized,0,1
929,8,-6,synthesized,0,0
930,8,-6,synthesized,0,1
931,8,0,synthesized,2,1
932,8,0,synthesized,2,1
933,8,0,synthesized,2,1
934,8,-3,natural,3,1
935,8,-3,natural,3,1
936,8,-3,natural,3,0
937,8,-3,natural,3,0
938,8,-9,natural,2,1
939,8,-9,natural,2,1
940,8,-9,natural,2,1
941,8,-9,natural,2,1
942,8,-9,synthesized,2,0
943,8,-9,synthesized,2,0
944,8,-9,synthesized,2,0
945,8,-6,audio-only,2,0
946,8,-6,audio-only,2,0
947,8,-6,audio-only,2,0
948,8,-6,audio-only,2,0
949,8,-6,audio-only,2,0
950,8,0,natural,0,1
951,8,0,natural,0,1
952,8,0,natural,0,1
953,8,0,natural,0,1
954,8,-9,audio-only,0,0
955,8,-9,audio-only,0,0
956,8,-9,audio-only,0,0
957,8,-9,audio-only,0,0
958,8,-6,synthesized,2,0
959,8,-6,synthesized,2,0
960,8,-6,synthesized,2,0
961,8,-6,synthesized,2,0
962,8,-6,natural,3,1
963,8,-6,natural,3,1
964,8,-6,natural,3,1
965,8,-6,natural,3,1
966,8,-3,audio-only,1,0
967,8,-3,audio-only,1,1
968,8,-3,audio-only,1,1
969,8,-3,audio-only,1,1
970,8,-3,audio-only,1,0
971,8,-3,synthesized,3,1
972,8,-3,synthesized,3,1
973,8,-3,synthesized,3,0
974,8,-3,synthesized,3,0
975,8,0,audio-only,1,1
976,8,0,audio-only,1,1
977,8,0,audio-only,1,0
978,8,0,audio-only,1,1
979,8,-6,natural,1,1
980,8,-6,natural,1,0
981,8,-6,natural,1,0
982,8,-3,natural,0,1
983,8,-3,natural,0,1
984,8,-3,natural,0,1
985,8,-3,natural,0,1
986,8,-9,synthesized,3,0
987,8,-9,synthesized,3,0
988,8,-9,synthesized,3,0
989,8,-9,synthesized,3,0
990,8,-9,synthesized,3,0
991,8,0,natural,1,1
992,8,0,natural,1,1
993,8,0,natural,1,1
994,8,0,natural,1,1
995,8,0,audio-only,3,1
996,8,0,audio-only,3,0
997,8,0,audio-only,3,0
998,8,0,audio-only,3,0
999,8,-6,audio-only,0,0
1000,8,-6,audio-only,0,1
1001,8,-6,audio-only,0,1
1002,8,-9,natural,0,1
1003,8,-9,natural,0,1
1004,8,-9,natural,0,0
1005,8,-9,natural,0,0
1006,8,-6,synthesized,1,0
1007,8,-6,synthesized,1,0
1008,8,-6,synthesized,1,0
1009,8,-6,synthesized,1,0
1010,8,-3,audio-only,3,1
1011,8,-3,audio-only,3,1
1012,8,-3,audio-only,3,0
1013,8,-3,audio-only,3,0
1014,8,-3,synthesized,2,1
1015,8,-3,synthesized,2,1
1016,8,-3,synthesized,2,1
1017,8,0,synthesized,0,1
1018,8,0,synthesized,0,1
1019,8,0,synthesized,0,1
1020,8,0,synthesized,0,1
1021,8,-9,audio-only,1,0
1022,8,-9,audio-only,1,1
1023,8,-9,audio-only,1,1
1024,8,-3,synthesized,3,1
1025,8,-3,synthesized,3,1
1026,8,-3,synthesized,3,1
1027,8,-3,synthesized,3,1
1028,8,-9,natural,3,0
1029,8,-9,natural,3,0
1030,8,-9,natural,3,1
1031,8,-9,natural,3,0
1032,8,-9,natural,3,0
1033,8,-6,natural,3,0
1034,8,-6,natural,3,0
1035,8,-6,natural,3,0
1036,8,-6,natural,3,0
1037,8,-6,synthesized,1,1
1038,8,-6,synthesized,1,1
1039,8,-6,synthesized,1,1
1040,8,-3,audio-only,2,1
1041,8,-3,audio-only,2,1
1042,8,-3,audio-only,2,0
1043,8,-6,audio-only,2,1
1044,8,-6,audio-only,2,1
1045,8,-6,audio-only,2,0
1046,8,-9,audio-only,3,0
1047,8,-9,audio-only,3,0
1048,8,-9,audio-only,3,0
1049,8,-9,audio-only,3,0
1050,8,-9,audio-only,3,0
1051,8,0,synthesized,3,0
1052,8,0,synthesized,3,0
1053,8,0,synthesized,3,0
1054,8,0,synthesized,3,0
1055,8,0,natural,0,1
1056,8,0,natural,0,1
1057,8,0,natural,0,1
1058,8,0,natural,0,1
1059,8,-9,synthesized,1,1
1060,8,-9,synthesized,1,1
1061,8,-9,synthesized,1,0
1062,8,-9,synthesized,1,0
1063,8,-3,natural,1,1
1064,8,-3,natural,1,0
1065,8,-3,natural,1,1
1066,8,0,audio-only,1,1
1067,8,0,audio-only,1,1
1068,8,0,audio-only,1,1
1069,8,0,audio-only,1,1
1070,8,-6,natural,0,1
1071,8,-6,natural,0,1
1072,8,-6,natural,0,1
1073,8,-6,natural,0,1
1074,8,-6,natural,0,1
1075,8,-9,synthesized,3,0
1076,8,-9,synthesized,3,0
1077,8,-9,synthesized,3,0
1078,8,-9,synthesized,3,0
1079,8,-9,synthesized,3,0
1080,8,-6,synthesized,0,1
1081,8,-6,synthesized,0,1
1082,8,-6,synthesized,0,1
1083,8,-6,synthesized,0,1
1084,8,-6,synthesized,0,0
1085,8,-9,audio-only,3,0
1086,8,-9,audio-only,3,0
1087,8,-9,audio-only,3,0
1088,8,-3,audio-only,0,0
1089,8,-3,audio-only,0,0
1090,8,-3,audio-only,0,0
1091,8,-3,audio-only,0,0
1092,8,0,audio-only,3,1
1093,8,0,audio-only,3,1
1094,8,0,audio-only,3,1
1095,8,0,natural,3,1
1096,8,0,natural,3,1
1097,8,0,natural,3,1
1098,8,-3,synthesized,1,1
1099,8,-3,synthesized,1,1
1100,8,-3,synthesized,1,1
1101,8,-3,synthesized,1,1
1102,8,0,synthesized,2,0
1103,8,0,synthesized,2,0
1104,8,0,synthesized,2,0
1105,8,0,synthesized,2,0
1106,8,-6,audio-only,1,0
1107,8,-6,audio-only,1,0
1108,8,-6,audio-only,1,0
1109,8,-6,audio-only,1,0
1110,8,-6,audio-only,1,0
1111,8,-9,natural,2,1
1112,8,-9,natural,2,1
1113,8,-9,natural,2,0
1114,8,-3,natural,0,1
1115,8,-3,natural,0,1
1116,8,-3,natural,0,1
1117,8,-3,natural,0,1
1118,8,-9,audio-only,1,0
1119,8,-9,audio-only,1,0
1120,8,-9,audio-only,1,0
1121,8,-9,audio-only,1,0
1122,8,-3,synthesized,2,0
1123,8,-3,synthesized,2,1
1124,8,-3,synthesized,2,1
1125,8,-3,synthesized,2,1
1126,8,-9,natural,1,0
1127,8,-9,natural,1,0
1128,8,-9,natural,1,0
1129,8,-9,natural,1,0
1130,8,-9,natural,1,0
1131,8,-9,synthesized,2,1
1132,8,-9,synthesized,2,0
1133,8,-9,synthesized,2,0
1134,8,-9,synthesized,2,0
1135,8,-6,synthesized,1,1
1136,8,-6,synthesized,1,1
1137,8,-6,synthesized,1,1
1138,8,-6,synthesized,1,1
1139,8,0,natural,0,1
1140,8,0,natural,0,1
1141,8,0,natural,0,1
1142,8,0,synthesized,1,1
1143,8,0,synthesized,1,1
1144,8,0,synthesized,1,1
1145,8,0,synthesized,1,1
1146,8,0,audio-only,1,1
1147,8,0,audio-only,1,1
1148,8,0,audio-only,1,1
1149,8,-6,natural,0,1
1150,8,-6,natural,0,1
1151,8,-6,natural,0,1
1152,8,-3,audio-only,0,1
1153,8,-3,audio-only,0,1
1154,8,-3,audio-only,0,1
1155,8,-3,audio-only,0,1
1156,8,-6,audio-only,3,0
1157,8,-6,audio-only,3,0
1158,8,-6,audio-only,3,0
1159,8,-6,audio-only,3,0
1160,8,-3,natural,3,1
1161,8,-3,natural,3,1
1162,8,-3,natural,3,1
1163,8,-3,natural,3,1
1164,8,-6,natural,0,0
1165,8,-6,natural,0,1
1166,8,-6,natural,0,1
1167,8,-6,natural,0,1
1168,8,-6,audio-only,0,1
1169,8,-6,audio-only,0,1
1170,8,-6,audio-only,0,1
1171,8,-6,audio-only,0,1
1172,8,0,synthesized,1,1
1173,8,0,synthesized,1,1
1174,8,0,synthesized,1,1
1175,8,0,synthesized,1,1
1176,8,-3,audio-only,0,1
1177,8,-3,audio-only,0,0
1178,8,-3,audio-only,0,1
1179,8,-3,audio-only,0,1
1180,8,-6,synthesized,3,0
1181,8,-6,synthesized,3,0
1182,8,-6,synthesized,3,0
1183,8,-3,synthesized,2,1
1184,8,-3,synthesized,2,1
1185,8,-3,synthesized,2,0
1186,8,-3,synthesized,2,1
1187,8,0,natural,2,1
1188,8,0,natural,2,1
1189,8,0,natural,2,1
1190,8,0,natural,2,1
1191,8,-9,natural,2,1
1192,8,-9,natural,2,1
1193,8,-9,natural,2,1
1194,8,-9,natural,2,0
1195,8,0,audio-only,1,0
1196,8,0,audio-only,1,0
1197,8,0,audio-only,1,0
1198,8,0,audio-only,1,0
1199,8,0,audio-only,1,0
1200,8,-9,synthesized,1,0
1201,8,-9,synthesized,1,0
1202,8,-9,synthesized,1,1
1203,8,-9,audio-only,2,1
1204,8,-9,audio-only,2,0
1205,8,-9,audio-only,2,0
1206,8,-9,audio-only,2,0
1207,8,-3,natural,0,0
1208,8,-3,natural,0,0
1209,8,-3,natural,0,0
1210,8,-3,natural,0,0
1211,8,-6,audio-only,2,0
1212,8,-6,audio-only,2,0
1213,8,-6,audio-only,2,0
1214,8,-6,audio-only,2,0
1215,8,-6,audio-only,2,0
1216,8,0,natural,3,1
1217,8,0,natural,3,1
1218,8,0,natural,3,1
1219,8,0,natural,3,1
1220,8,-6,synthesized,0,0
1221,8,-6,synthesized,0,0
1222,8,-6,synthesized,0,1
1223,8,0,synthesized,3,1
1224,8,0,synthesized,3,0
1225,8,0,synthesized,3,0
1226,8,0,synthesized,3,0
1227,8,0,synthesized,3,0
1228,8,-6,natural,2,0
1229,8,-6,natural,2,0
1230,8,-6,natural,2,0
1231,8,-6,natural,2,0
1232,8,-6,natural,2,0
1233,8,-9,natural,0,1
1234,8,-9,natural,0,1
1235,8,-9,natural,0,1
1236,8,-9,natural,0,1
1237,8,-3,synthesized,2,0
1238,8,-3,synthesized,2,1
1239,8,-3,synthesized,2,0
1240,8,-3,synthesized,2,0
1241,8,-9,audio-only,3,0
1242,8,-9,audio-only,3,0
1243,8,-9,audio-only,3,0
1244,8,-9,audio-only,3,0
1245,8,-3,natural,2,1
1246,8,-3,natural,2,1
1247,8,-3,natural,2,1
1248,8,-3,natural,2,1
1249,8,-3,natural,2,1
1250,8,0,audio-only,2,1
1251,8,0,audio-only,2,1
1252,8,0,audio-only,2,1
1253,8,0,audio-only,2,0
1254,8,-9,synthesized,1,0
1255,8,-9,synthesized,1,0
1256,8,-9,synthesized,1,0
1257,8,-9,synthesized,1,0
1258,8,-3,audio-only,3,0
1259,8,-3,audio-only,3,1
1260,8,-3,audio-only,3,0
1261,8,-3,audio-only,3,0
1262,8,-3,natural,2,1
1263,8,-3,natural,2,1
1264,8,-3,natural,2,1
1265,8,-3,natural,2,1
1266,8,-3,natural,2,1
1267,8,-9,audio-only,0,0
1268,8,-9,audio-only,0,0
1269,8,-9,audio-only,0,0
1270,8,0,audio-only,2,1
1271,8,0,audio-only,2,1
1272,8,0,audio-only,2,0
1273,8,0,audio-only,2,1
1274,8,0,natural,1,1
1275,8,0,natural,1,1
1276,8,0,natural,1,1
1277,8,0,natural,1,1
1278,8,-6,audio-only,0,0
1279,8,-6,audio-only,0,0
1280,8,-6,audio-only,0,0
1281,8,-6,audio-only,0,0
1282,8,-9,synthesized,0,1
1283,8,-9,synthesized,0,1
1284,8,-9,synthesized,0,1
1285,8,-9,synthesized,0,1
1286,8,-6,synthesized,2,1
1287,8,-6,synthesized,2,1
1288,8,-6,synthesized,2,1
1289,8,-6,synthesized,2,1
1290,8,-3,audio-only,0,1
1291,8,-3,audio-only,0,0
1292,8,-3,audio-only,0,0
1293,8,-3,audio-only,0,0
1294,8,0,synthesized,0,1
1295,8,0,synthesized,0,1
1296,8,0,synthesized,0,1
1297,8,0,synthesized,0,1
1298,8,-3,synthesized,0,1
1299,8,-3,synthesized,0,1
1300,8,-3,synthesized,0,1
1301,8,-6,natural,0,1
1302,8,-6,natural,0,1
1303,8,-6,natural,0,1
1304,8,-6,natural,0,1
1305,8,-9,natural,0,1
1306,8,-9,natural,0,1
1307,8,-9,natural,0,1
1308,8,-6,audio-only,3,0
1309,8,-6,audio-only,3,0
1310,8,-6,audio-only,3,0
1311,8,-6,audio-only,3,0
1312,8,-6,audio-only,3,0
1313,8,0,synthesized,1,1
1314,8,0,synthesized,1,1
1315,8,0,synthesized,1,0
1316,8,0,synthesized,1,0
1317,8,0,audio-only,0,1
1318,8,0,audio-only,0,1
1319,8,0,audio-only,0,1
1320,8,-3,audio-only,3,1
1321,8,-3,audio-only,3,1
1322,8,-3,audio-only,3,0
1323,8,-6,synthesized,3,1
1324,8,-6,synthesized,3,0
1325,8,-6,synthesized,3,0
1326,8,-6,synthesized,3,1
1327,8,-9,synthesized,3,0
1328,8,-9,synthesized,3,0
1329,8,-9,synthesized,3,0
1330,8,-9,synthesized,3,0
1331,8,0,natural,2,1
1332,8,0,natural,2,1
1333,8,0,natural,2,1
1334,8,-3,natural,3,1
1335,8,-3,natural,3,1
1336,8,-3,natural,3,1
1337,8,-3,natural,3,1
1338,8,-9,natural,0,0
1339,8,-9,natural,0,1
1340,8,-9,natural,0,0
1341,8,-9,natural,0,0
1342,8,-6,natural,2,1
1343,8,-6,natural,2,1
1344,8,-6,natural,2,1
1345,8,-9,audio-only,2,0
1346,8,-9,audio-only,2,0
1347,8,-9,audio-only,2,0
1348,8,-9,audio-only,2,0
1349,8,-3,synthesized,0,1
1350,8,-3,synthesized,0,1
1351,8,-3,synthesized,0,1
1352,8,-3,synthesized,0,1
1353,8,-3,synthesized,0,1
1354,8,-9,audio-only,1,0
1355,8,-9,audio-only,1,0
1356,8,-9,audio-only,1,0
1357,8,-9,audio-only,1,0
1358,8,0,audio-only,3,1
1359,8,0,audio-only,3,1
1360,8,0,audio-only,3,1
1361,8,0,audio-only,3,1
1362,8,-9,synthesized,0,1
1363,8,-9,synthesized,0,1
1364,8,-9,synthesized,0,1
1365,8,-9,synthesized,0,1
1366,8,-3,audio-only,1,0
1367,8,-3,audio-only,1,0
1368,8,-3,audio-only,1,0
1369,8,-3,audio-only,1,0
1370,8,-3,synthesized,1,1
1371,8,-3,synthesized,1,0
1372,8,-3,synthesized,1,0
1373,8,-6,synthesized,0,0
1374,8,-6,synthesized,0,0
1375,8,-6,synthesized,0,0
1376,8,-6,synthesized,0,0
1377,8,-6,audio-only,1,1
1378,8,-6,audio-only,1,1
1379,8,-6,audio-only,1,1
1380,8,-6,audio-only,1,1
1381,8,-3,natural,1,1
1382,8,-3,natural,1,1
1383,8,-3,natural,1,1
1384,8,-6,natural,3,1
1385,8,-6,natural,3,1
1386,8,-6,natural,3,1
1387,8,-6,natural,3,1
1388,8,-9,natural,3,1
1389,8,-9,natural,3,1
1390,8,-9,natural,3,1
1391,8,-9,natural,3,0
1392,8,0,natural,2,0
1393,8,0,natural,2,1
1394,8,0,natural,2,1
1395,8,0,natural,2,1
1396,8,0,synthesized,3,0
1397,8,0,synthesized,3,1
1398,8,0,synthesized,3,0
1399,8,0,synthesized,3,1
1400,8,0,synthesized,3,1
1401,8,-9,synthesized,3,0
1402,8,-9,synthesized,3,0
1403,8,-9,synthesized,3,0
1404,8,-9,synthesized,3,0
1405,8,-9,audio-only,1,0
1406,8,-9,audio-only,1,0
1407,8,-9,audio-only,1,0
1408,8,-9,audio-only,1,0
1409,8,0,natural,1,1
1410,8,0,natural,1,1
1411,8,0,natural,1,1
1412,8,0,natural,1,1
1413,8,0,audio-only,3,1
1414,8,0,audio-only,3,1
1415,8,0,audio-only,3,1
1416,8,0,audio-only,3,1
1417,8,0,synthesized,1,1
1418,8,0,synthesized,1,1
1419,8,0,synthesized,1,1
1420,8,0,synthesized,1,1
1421,8,-3,natural,2,1
1422,8,-3,natural,2,1
1423,8,-3,natural,2,1
1424,8,-3,natural,2,1
1425,8,-6,audio-only,1,0
1426,8,-6,audio-only,1,0
1427,8,-6,audio-only,1,0
1428,8,-6,audio-only,1,0
1429,8,-3,synthesized,3,1
1430,8,-3,synthesized,3,1
1431,8,-3,synthesized,3,1
1432,8,-3,synthesized,3,1
1433,8,-3,synthesized,3,1
1434,8,-3,audio-only,2,1
1435,8,-3,audio-only,2,1
1436,8,-3,audio-only,2,1
1437,8,-3,audio-only,2,1
1438,8,-6,natural,1,1
1439,8,-6,natural,1,1
1440,8,-6,natural,1,1
1441,8,-6,natural,1,1
1442,8,-6,synthesized,3,0
1443,8,-6,synthesized,3,0
1444,8,-6,synthesized,3,0
1445,8,-6,synthesized,3,0
1446,8,-6,synthesized,3,0
1447,8,-9,natural,1,0
1448,8,-9,natural,1,1
1449,8,-9,natural,1,1
1450,8,-9,natural,1,1
1451,8,0,natural,0,1
1452,8,0,natural,0,1
1453,8,0,natural,0,1
1454,8,0,natural,0,1
1455,8,0,natural,0,1
1456,8,0,synthesized,2,1
1457,8,0,synthesized,2,1
1458,8,0,synthesized,2,1
1459,8,0,synthesized,2,1
1460,8,-6,synthesized,3,0
1461,8,-6,synthesized,3,0
1462,8,-6,synthesized,3,0
1463,8,-3,synthesized,1,1
1464,8,-3,synthesized,1,1
1465,8,-3,synthesized,1,1
1466,8,-3,synthesized,1,1
1467,8,-3,audio-only,3,1
1468,8,-3,audio-only,3,0
1469,8,-3,audio-only,3,0
1470,8,-3,audio-only,3,0
1471,8,-9,synthesized,1,0
1472,8,-9,synthesized,1,0
1473,8,-9,synthesized,1,0
1474,8,-9,synthesized,1,0
1475,8,-9,natural,3,1
1476,8,-9,natural,3,0
1477,8,-9,natural,3,0
1478,8,-6,audio-only,0,1
1479,8,-6,audio-only,0,1
1480,8,-6,audio-only,0,1
1481,8,-6,audio-only,0,1
1482,8,-6,natural,2,1
1483,8,-6,natural,2,1
1484,8,-6,natural,2,1
1485,8,-6,natural,2,1
1486,8,-3,natural,2,1
1487,8,-3,natural,2,0
1488,8,-3,natural,2,0
1489,8,-9,audio-only,3,0
1490,8,-9,audio-only,3,0
1491,8,-9,audio-only,3,0
1492,8,-9,audio-only,3,0
1493,8,-9,audio-only,3,0
1494,8,0,audio-only,0,1
1495,8,0,audio-only,0,1
1496,8,0,audio-only,0,1
1497,8,0,audio-only,0,1
1498,9,0,audio-only,0,0
1499,9,0,audio-only,0,0
1500,9,0,audio-only,0,0
1501,9,-9,audio-only,2,0
1502,9,-9,audio-only,2,0
1503,9,-9,audio-only,2,0
1504,9,-9,audio-only,2,0
1505,9,0,natural,1,1
1506,9,0,natural,1,1
1507,9,0,natural,1,1
1508,9,0,natural,1,1
1509,9,-9,synthesized,2,0
1510,9,-9,synthesized,2,0
1511,9,-9,synthesized,2,0
1512,9,-9,synthesized,2,0
1513,9,-9,synthesized,2,0
1514,9,-6,synthesized,1,1
1515,9,-6,synthesized,1,1
1516,9,-6,synthesized,1,1
1517,9,-6,synthesized,1,1
1518,9,-9,natural,1,1
1519,9,-9,natural,1,1
1520,9,-9,natural,1,1
1521,9,-9,natural,1,1
1522,9,-6,natural,2,1
1523,9,-6,natural,2,1
1524,9,-6,natural,2,1
1525,9,-6,natural,2,1
1526,9,-3,audio-only,2,0
1527,9,-3,audio-only,2,1
1528,9,-3,audio-only,2,0
1529,9,-3,audio-only,2,0
1530,9,-3,audio-only,2,0
1531,9,0,synthesized,1,1
1532,9,0,synthesized,1,1
1533,9,0,synthesized,1,1
1534,9,0,synthesized,1,1
1535,9,-3,natural,1,0
1536,9,-3,natural,1,1
1537,9,-3,natural,1,1
1538,9,-6,audio-only,2,0
1539,9,-6,audio-only,2,0
1540,9,-6,audio-only,2,0
1541,9,-6,audio-only,2,0
1542,9,-3,synthesized,2,1
1543,9,-3,synthesized,2,1
1544,9,-3,synthesized,2,1
1545,9,-3,synthesized,2,1
1546,9,-6,natural,2,1
1547,9,-6,natural,2,0
1548,9,-6,natural,2,0
1549,9,-6,natural,2,0
1550,9,-6,natural,2,0
1551,9,-3,synthesized,1,0
1552,9,-3,synthesized,1,0
1553,9,-3,synthesized,1,1
1554,9,-9,synthesized,2,0
1555,9,-9,synthesized,2,0
1556,9,-9,synthesized,2,0
1557,9,-9,synthesized,2,0
1558,9,-9,synthesized,2,0
1559,9,0,audio-only,1,1
1560,9,0,audio-only,1,1
1561,9,0,audio-only,1,1
1562,9,0,audio-only,1,1
1563,9,0,natural,2,1
1564,9,0,natural,2,1
1565,9,0,natural,2,1
1566,9,0,natural,2,1
1567,9,-9,audio-only,3,0
1568,9,-9,audio-only,3,0
1569,9,-9,audio-only,3,0
1570,9,-9,audio-only,3,0
1571,9,-3,audio-only,3,1
1572,9,-3,audio-only,3,1
1573,9,-3,audio-only,3,0
1574,9,-3,natural,3,1
1575,9,-3,natural,3,1
1576,9,-3,natural,3,1
1577,9,-3,natural,3,0
1578,9,-3,natural,3,1
1579,9,-6,synthesized,3,0
1580,9,-6,synthesized,3,0
1581,9,-6,synthesized,3,0
1582,9,-9,natural,2,1
1583,9,-9,natural,2,1
1584,9,-9,natural,2,1
1585,9,-9,natural,2,1
1586,9,-6,audio-only,1,0
1587,9,-6,audio-only,1,0
1588,9,-6,audio-only,1,0
1589,9,0,synthesized,0,0
1590,9,0,synthesized,0,0
1591,9,0,synthesized,0,0
1592,9,0,synthesized,0,0
1593,9,0,synthesized,1,1
1594,9,0,synthesized,1,1
1595,9,0,synthesized,1,1
1596,9,-9,audio-only,2,0
1597,9,-9,audio-only,2,0
1598,9,-9,audio-only,2,0
1599,9,0,audio-only,2,1
1600,9,0,audio-only,2,1
1601,9,0,audio-only,2,1
1602,9,0,audio-only,2,1
1603,9,-6,natural,1,1
1604,9,-6,natural,1,1
1605,9,-6,natural,1,1
1606,9,-6,natural,1,0
1607,9,-6,natural,1,1
1608,9,-9,synthesized,3,0
1609,9,-9,synthesized,3,0
1610,9,-9,synthesized,3,0
1611,9,-9,synthesized,3,0
1612,9,-3,synthesized,3,0
1613,9,-3,synthesized,3,0
1614,9,-3,synthesized,3,0
1615,9,-9,natural,3,0
1616,9,-9,natural,3,0
1617,9,-9,natural,3,0
1618,9,-9,natural,3,0
1619,9,-9,natural,3,0
1620,9,-3,natural,2,1
1621,9,-3,natural,2,1
1622,9,-3,natural,2,1
1623,9,-3,natural,2,1
1624,9,-6,synthesized,2,1
1625,9,-6,synthesized,2,1
1626,9,-6,synthesized,2,0
1627,9,-6,synthesized,2,0
1628,9,-3,audio-only,3,0
1629,9,-3,audio-only,3,0
1630,9,-3,audio-only,3,0
1631,9,-3,audio-only,3,0
1632,9,-6,audio-only,2,0
1633,9,-6,audio-only,2,0
1634,9,-6,audio-only,2,1
1635,9,-6,audio-only,2,1
1636,9,-6,audio-only,2,1
1637,9,0,natural,1,1
1638,9,0,natural,1,1
1639,9,0,natural,1,1
1640,9,0,synthesized,3,0
1641,9,0,synthesized,3,1
1642,9,0,synthesized,3,0
1643,9,0,synthesized,3,1
1644,9,-3,audio-only,0,0
1645,9,-3,audio-only,0,0
1646,9,-3,audio-only,0,0
1647,9,-3,synthesized,2,1
1648,9,-3,synthesized,2,1
1649,9,-3,synthesized,2,1
1650,9,-3,synthesized,2,1
1651,9,-3,natural,2,1
1652,9,-3,natural,2,1
1653,9,-3,natural,2,1
1654,9,-3,natural,2,1
1655,9,-6,natural,2,1
1656,9,-6,natural,2,1
1657,9,-6,natural,2,1
1658,9,-6,natural,2,1
1659,9,-9,synthesized,3,0
1660,9,-9,synthesized,3,0
1661,9,-9,synthesized,3,0
1662,9,-9,synthesized,3,1
1663,9,-6,synthesized,2,1
1664,9,-6,synthesized,2,1
1665,9,-6,synthesized,2,1
1666,9,-6,synthesized,2,0
1667,9,-9,natural,2,1
1668,9,-9,natural,2,1
1669,9,-9,natural,2,1
1670,9,-9,audio-only,3,0
1671,9,-9,audio-only,3,0
1672,9,-9,audio-only,3,0
1673,9,-9,audio-only,3,0
1674,9,0,natural,3,1
1675,9,0,natural,3,1
1676,9,0,natural,3,1
1677,9,0,natural,3,1
1678,9,0,audio-only,3,0
1679,9,0,audio-only,3,1
1680,9,0,audio-only,3,0
1681,9,0,audio-only,3,0
1682,9,-6,audio-only,0,0
1683,9,-6,audio-only,0,0
1684,9,-6,audio-only,0,0
1685,9,-6,audio-only,0,0
1686,9,0,natural,3,1
1687,9,0,natural,3,1
1688,9,0,natural,3,1
1689,9,-6,audio-only,1,1
1690,9,-6,audio-only,1,1
1691,9,-6,audio-only,1,1
1692,9,-6,audio-only,1,1
1693,9,-3,natural,1,1
1694,9,-3,natural,1,1
1695,9,-3,natural,1,1
1696,9,-3,natural,1,1
1697,9,-9,synthesized,2,1
1698,9,-9,synthesized,2,1
1699,9,-9,synthesized,2,0
1700,9,-9,synthesized,2,0
1701,9,-6,natural,0,1
1702,9,-6,natural,0,1
1703,9,-6,natural,0,1
1704,9,-6,natural,0,1
1705,9,-3,synthesized,0,1
1706,9,-3,synthesized,0,1
1707,9,-3,synthesized,0,0
1708,9,-3,synthesized,0,0
1709,9,-9,audio-only,2,0
1710,9,-9,audio-only,2,0
1711,9,-9,audio-only,2,0
1712,9,-9,audio-only,2,1
1713,9,0,synthesized,2,0
1714,9,0,synthesized,2,1
1715,9,0,synthesized,2,0
1716,9,0,synthesized,2,0
1717,9,-6,synthesized,0,0
1718,9,-6,synthesized,0,0
1719,9,-6,synthesized,0,1
1720,9,-3,audio-only,0,1
1721,9,-3,audio-only,0,1
1722,9,-3,audio-only,0,1
1723,9,-3,audio-only,0,1
1724,9,0,audio-only,0,1
1725,9,0,audio-only,0,1
1726,9,0,audio-only,0,0
1727,9,0,audio-only,0,1
1728,9,-9,natural,2,1
1729,9,-9,natural,2,1
1730,9,-9,natural,2,1
1731,9,0,audio-only,1,1
1732,9,0,audio-only,1,1
1733,9,0,audio-only,1,1
1734,9,0,audio-only,1,1
1735,9,0,synthesized,2,1
1736,9,0,synthesized,2,1
1737,9,0,synthesized,2,1
1738,9,0,synthesized,2,1
1739,9,-3,synthesized,2,1
1740,9,-3,synthesized,2,1
1741,9,-3,synthesized,2,1
1742,9,-3,synthesized,2,1
1743,9,-9,audio-only,1,0
1744,9,-9,audio-only,1,0
1745,9,-9,audio-only,1,0
1746,9,-9,audio-only,1,0
1747,9,-6,natural,1,1
1748,9,-6,natural,1,1
1749,9,-6,natural,1,1
1750,9,-6,natural,1,1
1751,9,-3,natural,0,1
1752,9,-3,natural,0,1
1753,9,-3,natural,0,1
1754,9,-9,synthesized,1,1
1755,9,-9,synthesized,1,1
1756,9,-9,synthesized,1,1
1757,9,-3,audio-only,0,0
1758,9,-3,audio-only,0,0
1759,9,-3,audio-only,0,0
1760,9,-3,audio-only,0,0
1761,9,-6,synthesized,3,0
1762,9,-6,synthesized,3,0
1763,9,-6,synthesized,3,0
1764,9,-6,synthesized,3,0
1765,9,-6,audio-only,1,0
1766,9,-6,audio-only,1,0
1767,9,-6,audio-only,1,0
1768,9,-6,audio-only,1,0
1769,9,0,natural,2,1
1770,9,0,natural,2,1
1771,9,0,natural,2,1
1772,9,-9,natural,0,1
1773,9,-9,natural,0,1
1774,9,-9,natural,0,1
1775,9,0,natural,0,1
1776,9,0,natural,0,1
1777,9,0,natural,0,1
1778,9,0,natural,0,1
1779,9,0,audio-only,1,1
1780,9,0,audio-only,1,1
1781,9,0,audio-only,1,1
1782,9,-9,synthesized,0,0
1783,9,-9,synthesized,0,0
1784,9,-9,synthesized,0,0
1785,9,-9,natural,0,1
1786,9,-9,natural,0,1
1787,9,-9,natural,0,1
1788,9,-9,natural,0,1
1789,9,-3,natural,1,1
